No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,24/10/2023,Vente,180000.0,68.0,,RUE,0360,ORLEANAISE,45730.0,SAINT-BENOIT-SUR-LOIRE,45,270,,M,698,,,,,,,,,,,,0,1.0,Maison,67.0,4.0,S,,1330.0
1,27/11/2023,Vente,235000.0,6.0,,RUE,0230,CLASTRE VIEILLE,34110.0,FRONTIGNAN,34,108,,CH,657,,,,,,,,,,,,0,2.0,Appartement,36.0,2.0,S,,52.0
1,09/10/2023,Vente,70500.0,58.0,,RUE,0001,DE LA BASTILLE,50360.0,BEUZEVILLE-LA-BASTILLE,50,52,,A,50,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,70.0
1,31/07/2023,Vente,215000.0,33.0,,,B018,LA CROIX,28140.0,FONTENAY SUR CONIE,28,157,,ZN,39,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,,1025.0
2,05/12/2023,Vente,427000.0,21.0,,AV,1590,GUY DE LA MORANDAIS (RN771,44500.0,LA BAULE-ESCOUBLAC,44,55,,AK,530,,,,,,,,,,,,0,1.0,Maison,124.0,5.0,S,,267.0
1,26/04/2023,Vente,625000.0,,,,B197,LA REGIE DE FRIGOULES,13460.0,LES STES MARIES DE LA MER,13,96,,AR,153,,,,,,,,,,,,0,,,,,T,,452.0
1,28/06/2023,Vente terrain à bâtir,1.0,120.0,,RUE,1285,MAURICE GENEVOIX,45110.0,CHATEAUNEUF S LOIRE,45,82,,AX,997,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,6221.0
1,12/04/2023,Vente,10000.0,,,,B061,LES MONTANGEONS,41200.0,PRUNIERS-EN-SOLOGNE,41,185,,D,986,,,,,,,,,,,,0,,,,,BP,,3115.0
1,14/09/2023,Vente,29900.0,,,,B003,LA CROIX DE PIERRE,27210.0,LA LANDE SAINT LEGER,27,361,,C,247,,,,,,,,,,,,0,,,,,P,,2443.0
1,25/07/2023,Vente,150000.0,,,,B031,FONTINELLE,13810.0,EYGALIERES,13,34,,AD,518,,,,,,,,,,,,0,,,,,S,,555.0
2,30/01/2023,Vente,258800.0,,,,B350,LA NOUETTE,53200.0,GENNES-LONGUEFUYE,53,104,,E,210,,,,,,,,,,,,0,,,,,T,,1960.0
1,27/11/2023,Vente,3750.0,,,,B445,LES RIVIERES OUEST,17550.0,DOLUS-D'OLERON,17,140,,AI,24,,,,,,,,,,,,0,,,,,T,,607.0
1,15/06/2023,Vente,2807592.2,11.0,B,AV,1200,GAMBETTA,91130.0,RIS-ORANGIS,91,521,,AD,752,,19.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,22/12/2023,Vente,24753.0,,,,B134,AR VOASLIN GREIS,22160.0,CALLAC,22,25,,F,27,,,,,,,,,,,,0,,,,,T,,16480.0
3,25/05/2023,Vente,313072.25,,,,B052,AU PERROUTIE,11400.0,LABECEDE LAURAGAIS,11,181,,B,599,,,,,,,,,,,,0,,,,,L,,2480.0
1,06/10/2023,Vente,195000.0,151.0,,RUE,0080,HENRI COUBRUN,59287.0,LEWARDE,59,345,,A,1716,,,,,,,,,,,,0,1.0,Maison,90.0,5.0,J,MARAI,664.0
1,28/11/2023,Vente,169350.0,269.0,,RUE,8259,PHILIPPE CASTAN,34000.0,MONTPELLIER,34,172,,BK,396,,9.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,13/11/2023,Vente,1.0,,,,B017,SALIGUE-OUEST,64230.0,ARTIGUELOUVE,64,60,,AB,18,,,,,,,,,,,,0,,,,,BT,,2060.0
1,26/05/2023,Vente,15000.0,,,,B031,BOIS DE CARTIER,33124.0,AILLAS,33,2,,C,1184,,,,,,,,,,,,0,,,,,T,,11800.0
1,27/10/2023,Vente,3100.0,,,,B059,SEGORA,79350.0,FAYE-L ABBESSE,79,116,,AI,598,,,,,,,,,,,,0,,,,,P,,1717.0
1,14/02/2023,Vente,400000.0,85.0,,RUE,0750,JEAN JAURES,56600.0,LANESTER,56,98,,AB,62,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,120.0
1,18/07/2023,Vente,2500.0,,,,B029,LE CHEMIN DE NOGENT,10400.0,SAINT AUBIN,10,334,,C,1015,,,,,,,,,,,,0,,,,,L,,447.0
1,12/07/2023,Vente,1.0,1.0,,RUE,0801,DE LA PLAINE,91350.0,GRIGNY,91,286,,AR,178,,,,,,,,,,,,0,2.0,Appartement,56.0,2.0,S,,6967.0
1,15/03/2023,Vente,77000.0,31.0,,RTE,0181,DES LANDES,47160.0,DAMAZAN,47,78,,ZN,197,,,,,,,,,,,,0,2.0,Appartement,119.0,3.0,J,POTAG,576.0
1,17/02/2023,Vente,350000.0,508.0,,,B019,LE CHEVAL BLANC,59144.0,GOMMEGNIES,59,265,,D,1892,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1182.0
1,22/12/2023,Vente,28904358.0,2.0,,RUE,0077,DES BOULEAUX,77210.0,AVON,77,14,,C,785,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,22410.0
1,15/05/2023,Vente,270000.0,14.0,,RUE,0013,DU BUISSON D ARGENT,21220.0,EPERNAY SOUS GEVREY,21,246,,AA,192,,,,,,,,,,,,0,1.0,Maison,84.0,4.0,J,,524.0
1,19/06/2023,Vente en l'état futur d'achèvement,243180.0,267.0,,AV,4562,DU PONT TRINQUAT,34070.0,MONTPELLIER,34,172,,EY,860,,190.0,,,,,,,,,,1,,,,,,,
1,27/06/2023,Vente,21000.0,,,,B095,ROISSIAT,1370.0,COURMANGOUX,1,127,,AB,78,,,,,,,,,,,,0,,,,,S,,73.0
1,01/09/2023,Vente,212000.0,73.0,,RUE,1445,PEREIRE,78100.0,SAINT-GERMAIN-EN-LAYE,78,551,,AB,186,,22.0,"53,76",93.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,25/05/2023,Vente,140000.0,54.0,,GR,0040,GRANDE RUE,8110.0,PURE,8,349,,AH,316,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,J,,284.0
1,20/12/2023,Vente,143223.0,13.0,,RUE,0390,JEAN JAURES,1500.0,AMBERIEU-EN-BUGEY,1,4,,BS,416,,37.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,10/10/2023,Vente,972200.0,10.0,,RUE,1070,DE VINDE,78170.0,CELLE-SAINT-CLOUD (LA),78,126,,AH,386,,1.0,"194,97",3.0,,8.0,,,,,,3,1.0,Maison,159.0,6.0,,,
1,21/03/2023,Vente,123000.0,9.0,,RUE,2208,GEORGES BELJEAN,87100.0,LIMOGES,87,85,,PY,55,,45.0,,,,,,,,,,1,2.0,Appartement,67.0,3.0,,,
1,21/03/2023,Vente,45000.0,5.0,,,B004,LES BEVINIERES,28480.0,LUIGNY,28,219,,ZP,1,,,,,,,,,,,,0,1.0,Maison,28.0,1.0,P,,1880.0
1,31/08/2023,Vente,220000.0,,,,B117,LA GERBONIE,24530.0,VILLARS,24,582,,D,1155,,,,,,,,,,,,0,,,,,P,,1481.0
1,21/02/2023,Vente,185000.0,5.0,,,B765,LA SORTOIRE,35560.0,SAINT-REMY-DU-PLAIN,35,309,,AC,87,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,153.0,0.0,S,,1805.0
1,18/01/2023,Vente,17000.0,2.0,,RUE,0310,DU PUY CANTIN .ST MARSAULT,79380.0,LA FORET-SUR-SEVRE,79,123,272.0,AO,201,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1000.0
1,03/04/2023,Vente,52000.0,8.0,,,B171,LES CHAPELLIERES,53140.0,SAINT-CYR-EN-PAIL,53,208,,V,100,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,J,,780.0
1,09/05/2023,Vente,159000.0,15.0,,RUE,4975,JEAN ZAY,42100.0,SAINT-ETIENNE,42,218,,HZ,7,,45.0,,46,,47,,48.0,,49.0,,8,3.0,Dépendance,0.0,0.0,,,
1,21/12/2023,Vente en l'état futur d'achèvement,10799217.0,,,,B155,SAINTE THERESE SUD,13410.0,LAMBESC,13,50,,AK,7,,46.0,,,,,,,,,,1,,,,,,,
1,23/02/2023,Vente,10060000.0,93.0,,CHE,0118,DE LA BELLE ISNARDE,83990.0,SAINT TROPEZ,83,119,,AN,130,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,2500.0
1,19/10/2023,Vente,6000.0,,,,B024,LES GRANDS PRES,77940.0,FLAGY,77,184,,A,79,,,,,,,,,,,,0,,,,,BP,,4155.0
1,04/05/2023,Vente,433100.0,341.0,,AV,1637,JOSEPH D ARBAUD,83700.0,SAINT RAPHAEL,83,118,,AO,729,,141.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,26/01/2023,Vente,41000.0,4.0,,AV,1020,GAMBETTA,15000.0,AURILLAC,15,14,,AD,158,,11.0,,37.0,"25,54",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,18/01/2023,Vente,1175130.9,9005.0,,,0270,HLM DE LA SEINE,21400.0,SAINTE-COLOMBE-SUR-SEINE,21,545,,AD,117,,,,,,,,,,,,0,2.0,Appartement,79.0,4.0,S,,2752.0
1,06/02/2023,Vente,289800.0,29.0,,RUE,1910,DU QUESNE,59700.0,MARCQ EN BAROEUL,59,378,,AZ,1512,,231.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,01/08/2023,Vente,496850.0,5.0,,CHE,0103,DES TAILLADES NORD,26790.0,BOUCHET,26,54,,AD,62,,,,,,,,,,,,0,1.0,Maison,136.0,4.0,B,,1210.0
1,25/10/2023,Vente,620050.0,53.0,,CHE,5302,DU MIDI,13880.0,VELAUX,13,112,,CR,11,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,J,POTAG,1000.0
1,18/12/2023,Vente en l'état futur d'achèvement,14216136.0,7.0,B,RUE,2810,DU PRINTEMPS,6160.0,ANTIBES,6,4,,CR,403,,43,,,,,,,,,,1,,,,,,,
1,30/06/2023,Vente,437000.0,5098.0,,,B053,LACROTTE,7170.0,LUSSAS,7,145,,D,526,,,,,,,,,,,,0,2.0,Appartement,70.0,5.0,P,,2793.0
1,13/04/2023,Vente,400000.0,21.0,,AV,0360,DE LA DIV LECLERC,91620.0,VILLE-DU-BOIS (LA),91,665,,AE,437,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,40.0,0.0,J,POTAG,516.0
1,23/06/2023,Vente,217500.0,2150.0,,RTE,0482,D URIAGE,38410.0,SAINT-MARTIN-D'URIAGE,38,422,,AM,150,,26.0,,,,,,,,,,1,2.0,Appartement,55.0,2.0,,,
1,27/06/2023,Vente,1000000.0,,,,B026,BISE,40600.0,BISCARROSSE,40,46,,CH,1476,,,,,,,,,,,,0,,,,,L,,381.0
1,29/08/2023,Vente,70000.0,,,,B014,LE VILLAGE,80170.0,MEHARICOURT,80,524,,AB,89,,,,,,,,,,,,0,,,,,S,,21.0
1,07/12/2023,Vente,150000.0,3.0,,RUE,0148,DE MAURES,47260.0,GRANGES SUR LOT,47,111,,B,1050,,,,,,,,,,,,0,1.0,Maison,102.0,5.0,AG,,833.0
1,20/07/2023,Vente,240000.0,19.0,B,RTE,3155,DE SOULLANS,85270.0,SAINT-HILAIRE-DE-RIEZ,85,226,,DH,24,,,,,,,,,,,,0,1.0,Maison,55.0,3.0,S,,999.0
1,29/12/2023,Vente,114080.0,26.0,,BD,0030,DU CAMBRE D AZE,66120.0,FONT-ROMEU ODEILLO-VIA,66,124,,BD,94,,17,"29,00",95.0,,,,,,,,2,2.0,Appartement,35.0,2.0,,,
1,27/12/2023,Vente,300000.0,5611.0,,,B103,LA PETITE BOUEINE NORD,87800.0,NEXON,87,106,,ZH,160,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,E,ETANG,4705.0
1,27/10/2023,Vente,255000.0,24.0,,RUE,4510,TOM SOUVILLE,62100.0,CALAIS,62,193,,XD,142,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,,311.0
1,10/08/2023,Vente,185000.0,12.0,,RUE,0225,DU PROFESSEUR LEMOINE,44420.0,LA TURBALLE,44,211,,AD,264,,13,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/01/2023,Vente,245600.0,26.0,,RUE,0059,ANTOINE BLONDIN,87350.0,PANAZOL,87,114,,CY,17,,,,,,,,,,,,0,1.0,Maison,102.0,5.0,S,,638.0
1,12/01/2023,Vente,36000.0,,,,B220,LE LANDIER,56120.0,GUEGON,56,70,,ZM,85,,,,,,,,,,,,0,,,,,L,,12385.0
1,19/04/2023,Vente,250000.0,6.0,,RUE,0250,PIERRE BROSSOLETTE,95590.0,PRESLES,95,504,,AA,150,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,J,POTAG,1501.0
1,21/03/2023,Vente,7194.6,,,,B002,LES ARDENNES,43430.0,FAY-SUR-LIGNON,43,92,,AC,89,,,,,,,,,,,,0,,,,,BR,PIN,5710.0
1,10/01/2023,Vente en l'état futur d'achèvement,458000.0,,,,B017,BROY OUEST,74800.0,LA ROCHE SUR FORON,74,224,,AN,698,,,,,,,,,,,,0,,,,,T,,422.0
1,05/05/2023,Vente,850000.0,5.0,,RUE,0839,DES MARCASSINS,94370.0,SUCY-EN-BRIE,94,71,,D,349,,,,,,,,,,,,0,1.0,Maison,223.0,6.0,AG,,216.0
1,07/03/2023,Vente,207815.0,9001.0,,,B015,LA CROIX BLANCHE,78390.0,BOIS D ARCY,78,73,,BI,133,,1090.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,11/09/2023,Vente,113000.0,91.0,,RUE,6955,RICHELIEU,76600.0,LE HAVRE,76,351,,IE,10,,149.0,"42,53",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/10/2023,Vente,85000.0,21.0,,,B579,LA POTERIE,72240.0,DOMFRONT-EN-CHAMPAGNE,72,119,,ZO,56,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,VE,CIDRE,965.0
1,06/06/2023,Vente,180000.0,2.0,,RUE,5955,DE L OBSERVATOIRE,76600.0,LE HAVRE,76,351,,CR,305,,1.0,"36,60",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,39.0,0.0,,,
1,22/09/2023,Vente,380000.0,9.0,,CHE,0850,DES MALCOUTURES,95220.0,HERBLAY-SUR-SEINE,95,306,,AR,1111,,,,,,,,,,,,0,,,,,AB,,152.0
1,14/11/2023,Vente,2790.0,,,,B002,LE BOIS DE LIENCOURT,62810.0,LIENCOURT,62,507,,ZC,27,,,,,,,,,,,,0,,,,,P,,850.0
1,17/11/2023,Vente,165000.0,839.0,,VC,0060,CROIX RAVIER VILLENEUVE,1190.0,SAINT-BENIGNE,1,337,,ZL,566,,,,,,,,,,,,0,1.0,Maison,92.0,3.0,S,,1100.0
1,25/07/2023,Vente,90000.0,,,,B106,LA PRADE,9000.0,SOULA,9,300,,B,1060,,,,,,,,,,,,0,,,,,L,,2230.0
3,08/11/2023,Vente,20000.0,,,,B058,LA RIVIERE DE LA LAUZIE,81990.0,CAMBON,81,52,,BB,40,,,,,,,,,,,,0,,,,,T,,9538.0
1,23/03/2023,Vente,290000.0,6.0,,RUE,0742,DES LAURIERS,22700.0,PERROS-GUIREC,22,168,,BA,294,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,574.0
1,05/12/2023,Vente,27870.0,24.0,,AV,0653,DE MECHERNICH,26110.0,NYONS,26,220,,AN,700,,9.0,"46,94",,,,,,,,,1,2.0,Appartement,46.0,2.0,,,
1,25/01/2023,Vente,450000.0,114.0,,ALL,1063,DU LIAOUET,40600.0,BISCARROSSE,40,46,,AE,1927,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,,314.0
1,14/03/2023,Adjudication,560000.0,,,,B186,LES PISTOLLES,37360.0,SONZAY,37,249,,F,165,,,,,,,,,,,,0,,,,,BT,,16419.0
1,31/05/2023,Vente,322000.0,9100.0,,BD,0059,DE LA SALANQUE,66420.0,LE BARCARES,66,17,,BA,155,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,779.0
1,04/12/2023,Vente,169612.0,172.0,,CHEM,0102,DU LAC VERT,46150.0,CATUS,46,64,,C,85,,,,,,,,,,,,0,1.0,Maison,72.0,3.0,S,,1397.0
1,30/01/2023,Vente,347000.0,141.0,,RUE,1794,DE CHARENTON,75012.0,PARIS 12,75,112,,HA,34,,48,"34,76",,,,,,,,,1,2.0,Appartement,34.0,2.0,,,
1,29/07/2023,Vente,63600.0,19.0,,IMP,0012,DES GUILBARDIERES,27190.0,BEAUBRAY,27,47,,ZA,52,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,AG,,1918.0
1,19/12/2023,Vente,336000.0,242.0,,RUE,0025,DU BATTOIR,74460.0,MARNAZ,74,169,,J,469,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,,S,,139.0
1,31/03/2023,Vente,560000.0,156.0,,AV,4754,D ITALIE,75013.0,PARIS 13,75,113,,DQ,118,,7,"64,20",8,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,17/04/2023,Vente,194000.0,8.0,,SQ,1323,DES CALEIDES,49000.0,ANGERS,49,7,,DZ,719,,195.0,,93.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,18/09/2023,Vente,175000.0,81.0,,CHE,1930,DES GATS,86100.0,CHATELLERAULT,86,66,,AV,321,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,910.0
1,15/09/2023,Vente,1329400.0,,,CHE,0342,DES TOURRES,6330.0,ROQUEFORT-LES-PINS,6,105,,DA,76,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,500.0
1,29/09/2023,Vente en l'état futur d'achèvement,236500.0,48.0,,RUE,0360,DES MINES,83310.0,COGOLIN,83,42,,AN,213,,74.0,,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,
1,03/04/2023,Vente,9785.0,,,,B817,LA LANDE CARREE,35270.0,BONNEMAIN,35,29,,D,927,,,,,,,,,,,,0,,,,,L,,4165.0
1,11/01/2023,Vente,519700.0,6004.0,,RTE,0520,D HESTRUD,59149.0,COUSOLRE,59,157,,C,293,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,PA,PATUR,6925.0
1,14/06/2023,Vente en l'état futur d'achèvement,352000.0,,,AV,0380,MARECHAL FOCH,1700.0,SAINT-MAURICE-DE-BEYNOST,1,376,,AE,637,,61.0,,,,,,,,,,1,,,,,,,
1,20/02/2023,Vente,665586.75,,,,B005,PLAINE DE LA RONCE,76160.0,SAINT-MARTIN-DU-VIVIER,76,617,,ZA,45,,10.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,,
1,20/04/2023,Vente,124.0,,,,B706,LE TAILLIS QUETTEHOU,50630.0,QUETTEHOU,50,417,,C,95,,,,,,,,,,,,0,,,,,P,,206.0
1,31/10/2023,Vente,301100.0,3.0,,PL,0301,JEAN MOULIN,80330.0,CAGNY,80,160,,AD,17,,,,,,,,,,,,0,1.0,Maison,96.0,5.0,S,,351.0
1,15/05/2023,Vente,710000.0,65.0,,CHE,0018,DU BAS BERNIN,38190.0,BERNIN,38,39,,AM,84,,,,,,,,,,,,0,1.0,Maison,120.0,5.0,S,,1722.0
2,06/12/2023,Vente,168700.66,3.0,,RUE,0490,DE LA REPUBLIQUE,1200.0,VALSERHONE,1,33,,AL,230,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,269.0
1,17/03/2023,Vente,1770200.0,3.0,,RUE,5504,MAURICE DANIEL,44200.0,NANTES,44,109,,DR,33,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,645.0
1,06/10/2023,Vente,362437.0,,,,B052,NOTRE DAME,63730.0,PLAUZAT,63,282,,ZE,391,,,,,,,,,,,,0,,,,,S,,64.0
1,31/07/2023,Vente,900000.0,411.0,,AV,7515,DU PRADO,13008.0,MARSEILLE 8EME,13,208,843.0,K,58,,262,,330.0,"126,80",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,20/12/2023,Vente,353000.0,63.0,,BD,5600,MAL JOFFRE,21000.0,DIJON,21,231,,AM,153,,,,,,,,,,,,0,1.0,Maison,91.0,4.0,S,,506.0
1,28/04/2023,Vente,63000.0,,,,B007,ENTRE DEUX CHEMINS,59176.0,ECAILLON,59,185,,B,1689,,,,,,,,,,,,0,,,,,AB,,323.0
1,11/08/2023,Vente,320800.0,155.0,,RUE,0109,ALAIN BOMBARD,34500.0,BEZIERS,34,32,,CH,118,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,S,,681.0
1,02/05/2023,Vente,222000.0,63.0,,RUE,0912,DE HYERES,83140.0,SIX-FOURS-LES-PLAGES,83,129,,AB,1332,,21.0,,22.0,,44.0,,,,,,3,4.0,Local industriel. commercial ou assimilé,90.0,0.0,,,
1,22/03/2023,Vente,380000.0,40.0,,RUE,3573,DU FER A MOULIN,75005.0,PARIS 05,75,105,,AU,46,,34,"31,86",,,,,,,,,1,2.0,Appartement,30.0,2.0,,,
1,09/03/2023,Vente,396600.0,,,,B149,LES MATHIEUX,73310.0,CHINDRIEUX,73,85,,G,793,,,,,,,,,,,,0,,,,,T,,1050.0
1,17/10/2023,Vente,285000.0,25.0,,AV,0360,DE LA LIBERATION,54750.0,TRIEUX,54,533,,AB,59,,,,,,,,,,,,0,1.0,Maison,149.0,6.0,S,,350.0
1,14/02/2023,Vente,417600.0,,,,B023,CHAMPS,47270.0,SAINT URCISSE,47,281,,C,888,,,,,,,,,,,,0,,,,,P,,1805.0
1,26/05/2023,Vente,68000.0,4.0,,AV,0613,DES ROCHES,2600.0,VILLERS-COTTERETS,2,810,,AH,617,,5,"55,67",,,,,,,,,1,2.0,Appartement,60.0,2.0,,,
1,23/03/2023,Vente en l'état futur d'achèvement,13257137.0,63.0,,AV,2740,DE PARIS,91150.0,ETAMPES,91,223,,AH,201,,114.0,,,,,,,,,,1,,,,,,,
1,29/12/2023,Vente,150000.0,20.0,,QUA,A050,LA MAGDELAINE,88000.0,EPINAL,88,160,,AX,340,,,,,,,,,,,,0,,,,,S,,881.0
1,24/04/2023,Vente,58000.0,25.0,,RTE,1600,DE SAUMUR,72800.0,LE LUDE,72,176,,AI,8,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,380.0
1,17/03/2023,Vente,4313556.0,8.0,,RUE,8767,DES SAINTS PERES,75007.0,PARIS 07,75,107,,AC,41,,115,"171,69",144,,,,,,,,2,2.0,Appartement,180.0,8.0,,,
1,28/11/2023,Vente,150000.0,,,CHE,0060,DE BULLIGNY,54113.0,BLENOD-LES-TOUL,54,80,,AE,754,,,,,,,,,,,,0,,,,,S,,294.0
1,27/04/2023,Vente,48000.0,208.0,A,,B140,MANESCOARN,56550.0,LOCOAL-MENDON,56,119,,YR,86,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,437.0,0.0,S,,1500.0
1,06/02/2023,Vente,120650.0,8.0,,RUE,0510,GEVREY,70000.0,VESOUL,70,550,,B,722,,1.0,,13.0,"103,84",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,02/08/2023,Vente,770000.0,52.0,,RUE,0480,CARNOT,33400.0,TALENCE,33,522,,AP,633,,,,,,,,,,,,0,1.0,Maison,159.0,5.0,S,,190.0
1,28/02/2023,Vente,530000.0,35.0,,RTE,0780,DE SOLY,74250.0,FILLINGES,74,128,,E,1944,,,,,,,,,,,,0,1.0,Maison,125.0,6.0,S,,1115.0
1,21/04/2023,Vente,352000.0,75.0,,CHE,0033,DE SENEGRE,81700.0,LEMPAUT,81,142,,A,1262,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,500.0
1,23/05/2023,Vente,50000.0,,,,B086,KERWENN,29520.0,CHATEAUNEUF-DU-FAOU,29,27,,C,898,,,,,,,,,,,,0,,,,,S,,608.0
1,15/09/2023,Vente,45000.0,5972.0,,,B213,LA GINESTIE,46500.0,GRAMAT,46,128,,AL,82,,,,,,,,,,,,0,1.0,Maison,71.0,4.0,S,,424.0
1,23/05/2023,Vente,2000.0,,,,B062,LE HAUT DE CHERRIER,54450.0,BARBAS,54,44,,ZA,91,,,,,,,,,,,,0,,,,,VE,,238.0
1,20/04/2023,Vente,170000.0,33.0,,RUE,0200,DE L ESPERANCE,59151.0,ESTREES,59,214,,AB,261,,,,,,,,,,,,0,,,,,J,,257.0
1,22/06/2023,Vente,255000.0,16.0,,RUE,0153,EMILE ZOLA,38490.0,SAINT-ANDRE-LE-GAZ,38,357,,C,277,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,S,,900.0
1,11/01/2023,Vente,14000.0,38.0,B,RUE,0450,D HURLUPIN,59560.0,COMINES,59,152,,AH,433,,,,,,,,,,,,0,,,,,S,,230.0
1,21/09/2023,Vente,76000.0,23.0,,RUE,0030,DE L ABRICOT,18100.0,VIERZON,18,279,,DL,29,,,,,,,,,,,,0,2.0,Appartement,70.0,3.0,S,,492.0
1,09/05/2023,Vente,10536.0,,,,B001,BEL AIR,17600.0,NIEULLE-SUR-SEUDRE,17,265,,B,1217,,,,,,,,,,,,0,,,,,VI,,13.0
1,10/07/2023,Vente,190000.0,,,,B054,LE PORT DE MIGENNES,89400.0,CHARMOY,89,85,,AH,117,,,,,,,,,,,,0,,,,,S,,248.0
1,28/07/2023,Vente,320000.0,3.0,,RUE,0202,HENRI DE TOULOUSE LAUTREC,78280.0,GUYANCOURT,78,297,,AM,73,,67.0,"102,00",77.0,,,,,,,,2,2.0,Appartement,102.0,6.0,,,
1,05/10/2023,Vente,120325.0,5821.0,,,B373,VILLARD LE HAUT,38250.0,VILLARD-DE-LANS,38,548,,AZ,101,,1762.0,,2068.0,,2403.0,,,,,,3,2.0,Appartement,36.0,2.0,,,
1,26/01/2023,Adjudication,29000.0,10.0,,CHE,0160,DE MONJARDIN,28190.0,LE FAVRIL,28,148,,ZC,189,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,379.0
1,12/06/2023,Vente,270000.0,7.0,,AV,1164,MARECHAL JUIN,39100.0,DOLE,39,198,,CO,9,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,,573.0
1,04/09/2023,Vente,32000.0,3.0,,RUE,0431,DE L OLIVETTE,34190.0,GANGES,34,111,,AE,968,,18.0,,19.0,,,,,,,,2,2.0,Appartement,27.0,2.0,,,
1,14/12/2023,Vente,106000.0,,,,B089,LE PAVILLON,30150.0,ROQUEMAURE,30,221,,AI,591,,,,,,,,,,,,0,,,,,S,,50.0
1,11/01/2023,Vente,15000.0,,,,B016,CRABOULIES,81710.0,SAIX,81,273,,C,3243,,,,,,,,,,,,0,,,,,S,,99.0
1,01/08/2023,Vente,84000.0,,,,B012,CABANNE DE LAFFON,11620.0,VILLEMOUSTAUSSOU,11,429,,AM,195,,,,,,,,,,,,0,,,,,S,,216.0
1,21/02/2023,Vente,520.0,,,,B242,ROUCHEREAU,85200.0,FONTENAY-LE-COMTE,85,92,,YA,8,,,,,,,,,,,,0,,,,,P,,780.0
1,17/10/2023,Vente,145000.0,,,RUE,0054,DU SOLEIL LEVANT,53340.0,COSSE EN CHAMPAGNE,53,76,,AB,65,,,,,,,,,,,,0,,,,,J,,322.0
