No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,19/07/2023,Vente,368100.0,4.0,,AV,0580,DIVISION LECLERC,92310.0,SEVRES,92,72,,AC,302,,22.0,,6.0,"59,41",,,,,,,2,2.0,Appartement,59.0,3.0,,,
1,04/10/2023,Vente,57000.0,52.0,,AV,1045,DE LA CALIFORNIE,6200.0,NICE,6,88,,MP,341,,151,,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,
1,17/02/2023,Vente,67568.0,35.0,,,B099,SAINT-MICHEL,36110.0,VINEUIL,36,247,,ZP,33,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,VI,,2303.0
1,17/01/2023,Vente,2750.0,,,,B065,EYGUETTES,42560.0,SOLEYMIEUX,42,301,,A,354,,,,,,,,,,,,0,,,,,T,,3970.0
1,12/12/2023,Vente,14000.0,,,,B052,LE PONTET,33490.0,LE PIAN SUR GARONNE,33,323,,B,1069,,,,,,,,,,,,0,,,,,T,,6627.0
1,31/01/2023,Vente,93000.0,47.0,,RUE,5750,PICOT,83000.0,TOULON,83,137,,CK,185,,16.0,"57,61",2.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,17/01/2023,Vente,240000.0,196.0,,IMP,0062,DE LA MARE BECQUET,27310.0,BARNEVILLE-SUR-SEINE,27,39,,A,309,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,VE,,1928.0
1,30/03/2023,Vente,178500.0,32.0,B,RUE,0300,DE RENNES,35590.0,L'HERMITAGE,35,131,,AD,362,,105.0,"63,01",,,,,,,,,1,2.0,Appartement,64.0,3.0,,,
1,28/06/2023,Vente,220000.0,67.0,,,B434,LA SENCIE,44480.0,DONGES,44,52,,ZN,469,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,S,,500.0
1,23/08/2023,Vente,140000.0,51.0,,BD,8420,VICTOR HUGO,44200.0,NANTES,44,109,,DV,289,,2.0,,30.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
2,29/03/2023,Vente,30000.0,,,,B081,BEAULIEU-VIEUX,47400.0,FAUILLET,47,95,,F,803,,,,,,,,,,,,0,,,,,T,,1620.0
1,10/03/2023,Vente,2399660.2,144.0,,CRS,2985,GAMBETTA,69007.0,LYON 7EME,69,387,,AI,27,,29.0,"139,13",,,,,,,,,1,2.0,Appartement,138.0,4.0,,,
1,09/06/2023,Vente,1000000.0,76.0,,RUE,9193,3 FRERES BARTHELEMY,13006.0,MARSEILLE 6EME,13,206,825.0,B,303,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,100.0,0.0,S,,88.0
1,13/06/2023,Vente,255000.0,13.0,,RES,A377,GREENWICH RUE ST AMAND,62520.0,LE TOUQUET PARIS PLAGE,62,826,,AH,294,,35.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,05/09/2023,Vente,275400.0,61.0,B,PAS,0131,DES DETOURS,30670.0,AIGUES-VIVES,30,4,,BL,113,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,26.0
1,05/12/2023,Vente,155000.0,,,,B053,LE PARCHAMP LOUP,89400.0,EPINEAU LES VOVES,89,152,,X,193,,,,,,,,,,,,0,,,,,T,,5805.0
2,30/11/2023,Vente,37500.0,,,,B063,PARISSIEU,1350.0,CRESSIN-ROCHEFORT,1,133,,B,678,,,,,,,,,,,,0,,,,,J,,211.0
1,27/09/2023,Vente,538500.0,18.0,,RUE,9078,DE STEINKERQUE,75018.0,PARIS 18,75,118,,BR,85,,16.0,"29,54",,,,,,,,,1,2.0,Appartement,30.0,2.0,,,
1,30/12/2023,Vente,900000.0,50.0,,CRS,0032,CHARLES JEAN SAROCCHI,20270.0,ALERIA,2B,9,,B,292,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1698.0
1,14/02/2023,Vente,228000.0,83.0,,AV,9630,DE VERSAILLES,94320.0,THIAIS,94,73,,AH,111,,34.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,02/06/2023,Vente en l'état futur d'achèvement,10030598.0,6.0,,RUE,0105,DE LA FERME DU COUTERNOIS,77700.0,SERRIS,77,449,,YB,142,,48.0,,,,,,,,,,1,,,,,,,
1,21/09/2023,Vente,259000.0,,,CHE,0260,DU CLOS DE LA BOURGOGNE,91160.0,SAULX-LES-CHARTREUX,91,587,,AB,590,,,,,,,,,,,,0,,,,,AB,,278.0
1,01/09/2023,Vente,680000.0,10.0,,RUE,6452,DES MUETTES,13002.0,MARSEILLE 2EME,13,202,809.0,A,133,,8.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,28/07/2023,Vente,130000.0,9.0,,RUE,4670,SAINTE MAGDELEINE,66000.0,PERPIGNAN,66,136,,AI,33,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,71.0
1,08/08/2023,Vente,40000.0,5052.0,,,B067,LE COURTIOUX,86700.0,ANCHE,86,3,,D,329,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,,390.0
1,27/12/2023,Vente,2005000.0,99.0,,RES,A772,LE FONTAINEBLEAU,62520.0,LE TOUQUET PARIS PLAGE,62,826,,AH,288,,251.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,19/07/2023,Vente,5600000.0,2.0,,ALL,0861,GERARD DE NERVAL,64600.0,ANGLET,64,24,,AW,471,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,6850.0
1,22/12/2023,Vente,319000.0,90.0,,RUE,0765,EMILE GABORY,85000.0,ROCHE SUR YON (LA),85,191,,BW,1082,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,556.0
1,28/01/2023,Vente,213440.0,18.0,,RUE,0028,CAROLINE AIGLE,82370.0,LABASTIDE-ST-PIERRE,82,79,,AB,32,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,S,,612.0
1,10/03/2023,Vente,695000.0,44.0,,AV,0510,DU GENERAL JOUBERT,94350.0,VILLIERS-SUR-MARNE,94,79,,AH,271,,,,,,,,,,,,0,,,,,AB,,493.0
1,22/03/2023,Vente,141220.0,7.0,,RUE,0427,VICTOR HUGO,31220.0,CAZERES SUR GARONNE,31,135,,D,1638,,,,,,,,,,,,0,,,,,S,,23.0
1,03/08/2023,Vente,60000.0,,,,B028,LA FAGE,12240.0,LA CAPELLE-BLEYS,12,54,,A,194,,,,,,,,,,,,0,,,,,L,PATUR,125.0
1,30/03/2023,Vente,80000.0,165.0,,RTE,1820,DES SOURCES,24470.0,ST-SAUD-LACOUSSIERE,24,498,,C,388,,,,,,,,,,,,0,1.0,Maison,85.0,5.0,S,,722.0
1,05/01/2023,Vente,135000.0,,,,B019,LE BOURG,40170.0,MEZOS,40,182,,AB,473,,,,,,,,,,,,0,,,,,AB,,614.0
1,29/06/2023,Vente en l'état futur d'achèvement,179000.0,,,,,,,BASTIA,2B,33,,BM,887,,94,,,,,,,,,,1,,,,,,,
1,13/03/2023,Vente,155327.0,1.0,,RUE,0230,DE LA CITADELLE,29400.0,LANDIVISIAU,29,105,,BD,150,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,191.0
1,07/07/2023,Vente,154715.0,,,,B028,DORGUEN,29810.0,PLOUARZEL,29,177,,YL,26,,,,,,,,,,,,0,,,,,T,,22400.0
1,11/05/2023,Vente,200000.0,19.0,,RUE,0460,DE LA GRANDE CHAMPAGNE,16130.0,SALLES-D ANGLES,16,359,,D,473,,,,,,,,,,,,0,1.0,Maison,96.0,5.0,S,,500.0
1,12/06/2023,Vente,260000.0,11.0,,RTE,0106,DE CHEZ FILLEUX,17120.0,SEMUSSAC,17,425,,ZP,375,,,,,,,,,,,,0,1.0,Maison,88.0,3.0,S,,202.0
1,22/05/2023,Vente,230000.0,206.0,,CHEM,2689,DE ROCANTIN,46100.0,FIGEAC,46,102,,B,1092,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,565.0
1,26/10/2023,Vente,75000.0,40.0,,RUE,4475,HENRI BARBUSSE,93300.0,AUBERVILLIERS,93,1,,BD,13,,44,"11,75",,,,,,,,,1,1.0,Maison,16.0,1.0,,,
1,28/07/2023,Vente,225000.0,,,RTE,0005,D AMOU,40330.0,NASSIET,40,203,,A,1071,,,,,,,,,,,,0,1.0,Maison,104.0,4.0,AG,,1116.0
1,22/09/2023,Vente,99000.0,,,,B066,LE VILLAGE D ECUREY,55150.0,ECUREY EN VERDUNOIS,55,170,,A,1024,,,,,,,,,,,,0,,,,,J,POTAG,705.0
1,15/02/2023,Vente,420000.0,4600.0,,RTE,1628,DE LA PLAINE DE CAILLE,6750.0,CAILLE,6,28,,A,1183,,,,,,,,,,,,0,1.0,Maison,160.0,3.0,AG,,1000.0
1,27/07/2023,Vente,567500.0,25.0,,RUE,0674,BARGUE,75015.0,PARIS 15,75,115,,CK,20,,11,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,05/04/2023,Vente,475000.0,130.0,,RUE,0250,DE LA BRUYERE,78300.0,POISSY,78,498,,BC,130,,,,,,,,,,,,0,1.0,Maison,31.0,2.0,AG,,202.0
1,02/06/2023,Vente,605000.0,705.0,,RUE,5115,DE SAINT HILAIRE,34070.0,MONTPELLIER,34,172,,DR,554,,7.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,9.0,0.0,,,
2,20/02/2023,Vente,115000.0,12.0,,RLE,0067,DU BOISSET,5150.0,SAINT-ANDRE-DE-ROSANS,5,129,,A,1043,,,,,,,,,,,,0,1.0,Maison,28.0,1.0,S,,12.0
1,28/02/2023,Vente,107000.0,20.0,,RUE,0171,DE LA GRANGE AUX BLES,77570.0,BOUGLIGNY,77,45,,B,850,,,,,,,,,,,,0,1.0,Maison,61.0,4.0,S,,58.0
1,23/10/2023,Vente,53000.0,1.0,,RUE,0240,JEAN JAURES,59267.0,PROVILLE,59,476,,AD,328,,12.0,,32.0,,,,,,,,2,2.0,Appartement,36.0,1.0,,,
1,04/07/2023,Vente,168000.0,35.0,,RUE,1148,DE LA BOURGEONNIERE,44300.0,NANTES,44,109,,PV,720,,88.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/05/2023,Vente,255000.0,127.0,,AV,8978,SIMON BOLIVAR,75019.0,PARIS 19,75,119,,ET,7,,64.0,,,,,,,,,,1,2.0,Appartement,26.0,2.0,,,
1,30/01/2023,Vente,212000.0,949.0,,AV,3025,FRANCOIS NARDI,83000.0,TOULON,83,137,,BP,703,,165.0,,173.0,"67,34",,,,,,,2,2.0,Appartement,67.0,4.0,,,
2,30/12/2023,Vente,11988249.0,,,,B050,CAUDOS-OUEST,33470.0,LE TEICH,33,527,,D,957,,,,,,,,,,,,0,,,,,L,PAFEU,18104.0
1,15/11/2023,Vente,20711.0,,,,B077,LES JONCASSES,34660.0,COURNONTERRAL,34,88,,BH,655,,,,,,,,,,,,0,,,,,AB,RUE,51.0
1,06/02/2023,Vente,355000.0,72.0,,AV,9083,DE TOULON,13006.0,MARSEILLE 6EME,13,206,824.0,C,157,,3028.0,,3090.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,05/09/2023,Vente,520900.0,281.0,,,B039,GOURGUE DE BLANC,83340.0,LE THORONET,83,136,,AZ,336,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,500.0
1,22/03/2023,Vente,149500.0,10.0,,RUE,0275,GABRIEL FAURE,94430.0,CHENNEVIERES SUR MARNE,94,19,,AX,113,,2479.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,25/07/2023,Vente,8000.0,,,,B024,BOIS RIBOT,23150.0,SAINT PARDOUX LES CARDS,23,229,,AT,41,,,,,,,,,,,,0,,,,,B,,714.0
1,28/02/2023,Vente,24537.33,,,,B051,LA GALETTE,10190.0,DIERREY ST PIERRE,10,125,,D,539,,,,,,,,,,,,0,,,,,BR,SAPIN,4787.0
1,08/12/2023,Vente,205000.0,2.0,,RUE,8160,ROGER SALENGRO,94260.0,FRESNES,94,34,,M,165,,1175.0,"51,13",,,,,,,,,1,2.0,Appartement,49.0,2.0,,,
1,07/12/2023,Vente,350000.0,,,IMP,0180,DE LA CHESNAYE,58150.0,POUILLY-SUR-LOIRE,58,215,,AB,654,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,0.0,0.0,AG,,6543.0
1,30/05/2023,Vente,382000.0,987.0,,RTE,0717,DES VERCHERES,69620.0,VAL D'OINGT,69,24,146.0,B,941,,,,,,,,,,,,0,1.0,Maison,97.0,4.0,S,,500.0
1,22/09/2023,Vente,160000.0,44.0,,RUE,0455,DU DIX NEUF MARS 1962,17400.0,ST JEAN D'ANGELY,17,347,,AS,32,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,,526.0
1,02/10/2023,Vente,253200.0,5264.0,,,B079,LES MIANDETTES,5100.0,MONTGENEVRE,5,85,,AE,104,,37.0,"83,44",,,,,,,,,1,2.0,Appartement,86.0,4.0,,,
1,17/07/2023,Vente en l'état futur d'achèvement,252000.0,4.0,,RUE,2937,ELISABETH BOSELLI,31500.0,TOULOUSE,31,555,834.0,AD,218,,1081.0,,,,,,,,,,1,,,,,,,
1,18/01/2023,Vente,2500.0,,,,B037,LA MARE AUX SOURDS D EAU,77630.0,ARBONNE-LA-FORET,77,6,,AN,185,,,,,,,,,,,,0,,,,,BT,,2900.0
1,15/09/2023,Vente,23450.0,,,,B010,LE CHAUDIRON,88240.0,LES VOIVRES,88,520,,ZE,80,,,,,,,,,,,,0,,,,,P,,2265.0
1,18/03/2023,Vente,50000.0,3.0,,RUE,0372,CROIX IMP DU PETROLE,59290.0,WASQUEHAL,59,646,,AR,329,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,142.0
1,17/02/2023,Vente,9384.8,,,CHE,0091,DES CRESSONNIERES,91780.0,SAINT-HILAIRE,91,556,,AB,192,,,,,,,,,,,,0,,,,,T,,9942.0
1,16/03/2023,Vente,7000.0,,,,B055,CONTAMINE,1150.0,SOUCLIN,1,411,,B,1247,,,,,,,,,,,,0,,,,,P,,170.0
3,09/10/2023,Vente,395304.2,,,,B053,LES IERES,11120.0,BIZE-MINERVOIS,11,41,,A,1786,,,,,,,,,,,,0,,,,,VI,,551.0
1,06/10/2023,Vente,385000.0,2.0,,RUE,2840,PAMPAROUX,3100.0,MONTLUCON,3,185,,AK,574,,,,,,,,,,,,0,2.0,Appartement,69.0,4.0,AG,,1512.0
1,13/01/2023,Vente,116500.0,18.0,,RUE,1100,VICTOR HUGO,38150.0,ROUSSILLON,38,344,,BO,7,,19.0,,74.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,22/09/2023,Vente,190000.0,,,RUE,0800,VICTOR HUGO,38540.0,HEYRIEUX,38,189,,AM,657,,23.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,06/02/2023,Vente,7000.0,,,,B001,ABOUL,12340.0,BOZOULS,12,33,,K,163,,,,,,,,,,,,0,,,,,P,,952.0
1,17/04/2023,Vente,91000.0,1.0,,ALL,0743,DES ROSIERS,56110.0,GOURIN,56,66,,AV,498,,,,,,,,,,,,0,1.0,Maison,98.0,5.0,S,,603.0
1,16/01/2023,Vente,225.0,,,,B053,GRESY,73460.0,GRESY SUR ISERE,73,129,,B,1413,,,,,,,,,,,,0,,,,,J,,45.0
1,02/10/2023,Vente,177500.0,5034.0,,,B013,BERGUES,46500.0,THEGRA,46,317,,AL,266,,,,,,,,,,,,0,1.0,Maison,97.0,4.0,S,,1170.0
1,04/11/2023,Vente,16319.0,,,,B117,CAMMAS-HAUT,47300.0,VILLENEUVE SUR LOT,47,323,,KP,78,,,,,,,,,,,,0,,,,,P,,260.0
1,29/08/2023,Vente,425815.0,,,,B903,BARBARY,29140.0,ROSPORDEN,29,241,92.0,H,599,,,,,,,,,,,,0,,,,,T,,27208.0
1,04/01/2023,Vente,320000.0,37.0,,RUE,3073,DE LA SOCIETE FRANCAISE,18100.0,VIERZON,18,279,,DK,158,,,,,,,,,,,,0,2.0,Appartement,43.0,3.0,S,,280.0
1,29/11/2023,Vente,140000.0,26.0,,RUE,1930,MIGNET,13100.0,AIX EN PROVENCE,13,1,,AD,91,,3.0,"20,25",4.0,"3,20",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,26/07/2023,Vente,199630.0,1.0,,CHE,0823,DE STANG AR PONT,29180.0,GUENGAT,29,66,,ZP,77,,,,,,,,,,,,0,1.0,Maison,115.0,5.0,T,,2000.0
1,20/10/2023,Vente,159000.0,1.0,,RUE,0909,DES PRES BOSGERS,35260.0,CANCALE,35,49,,C,1967,,19.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,27/04/2023,Vente,17000.0,,,,B060,LAURIER,33710.0,SAINT-CIERS-DE-CANESSE,33,388,,A,260,,,,,,,,,,,,0,,,,,T,,100.0
1,25/09/2023,Vente,4500.0,,,,B821,LES RIBIERES,16270.0,TERRES-DE-HAUTE-CHARENTE,16,192,376.0,A,930,,,,,,,,,,,,0,,,,,P,,4068.0
1,14/06/2023,Vente,268720.0,2.0,,RTE,0991,DES PALOMIERES,65200.0,BAGNERES-DE-BIGORRE,65,59,,AR,592,,,,,,,,,,,,0,1.0,Maison,171.0,5.0,J,,1327.0
1,15/05/2023,Vente,212000.0,151.0,,AV,4903,JEAN JAURES,75019.0,PARIS 19,75,119,,CS,8,,122.0,,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,
1,01/09/2023,Vente,825000.0,,,,B092,LA HOURCADE,33440.0,AMBARES-ET-LAGRAVE,33,3,,BB,210,,,,,,,,,,,,0,,,,,AG,,477.0
1,21/03/2023,Vente,148500.0,13.0,,RUE,1165,DU 8 MAI,3000.0,MOULINS,3,190,,AV,224,,10,,3,,7.0,"104,58",,,,,3,3.0,Dépendance,0.0,0.0,,,
1,29/06/2023,Vente,527100.0,245.0,,RUE,0135,DU PIOCH,34980.0,SAINT-GELY-DU-FESC,34,255,,AR,79,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1032.0
1,26/07/2023,Vente en l'état futur d'achèvement,7895503.0,,,BD,0246,DU PRESIDENT J F KENNEDY,28600.0,LUISANT,28,220,,AK,703,,52.0,,,,,,,,,,1,,,,,,,
1,14/06/2023,Vente,205659.86,5.0,,RUE,0567,DU PRE VERSON,77700.0,CHESSY,77,111,,AL,221,,578.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,09/06/2023,Vente,140000.0,,,,B511,MONTERTOU,35610.0,ROZ-SUR-COUESNON,35,247,,ZM,37,,,,,,,,,,,,0,,,,,P,,5420.0
1,13/09/2023,Vente,166363.0,9.0,,RUE,1110,DE LA CHASSERIE,86170.0,NEUVILLE-DE-POITOU,86,177,,BS,84,,,,,,,,,,,,0,1.0,Maison,55.0,3.0,S,,585.0
1,22/09/2023,Vente,200000.0,13.0,B,RUE,3130,DE L EGLISE,92200.0,NEUILLY-SUR-SEINE,92,51,,M,15,,38.0,"18,16",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,02/06/2023,Vente,165000.0,1.0,,RUE,0069,VIVALDI,91280.0,SAINT-PIERRE-DU-PERRAY,91,573,,AH,409,,94.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,26/04/2023,Vente,27500.0,94.0,A,RUE,1910,EDOUARD VAILLANT,18000.0,BOURGES,18,33,,HW,148,,2.0,"23,80",4.0,"15,40",,,,,,,2,1.0,Maison,52.0,3.0,,,
1,15/11/2023,Vente,108781.6,,,,B096,GERS DE HAUT,64300.0,BONNUT,64,135,,A,264,,,,,,,,,,,,0,,,,,T,,10870.0
1,14/12/2023,Vente en l'état futur d'achèvement,467000.0,45.0,,RUE,0110,ALBERT TOURNIER,33200.0,BORDEAUX,33,63,,OC,131,,61.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,30/06/2023,Vente,58000.0,15.0,,VC,1000,QUAI GAMBETTA,91260.0,JUVISY SUR ORGE,91,326,,AI,177,,1101.0,"11,55",,,,,,,,,1,2.0,Appartement,12.0,1.0,,,
1,30/06/2023,Vente,200000.0,3.0,,RUE,0343,DE LA LANDAISERIE,44118.0,CHEVROLIERE (LA),44,41,,BK,52,,,,,,,,,,,,0,,,,,S,,30.0
1,19/01/2023,Vente,693000.0,47.0,,AV,2816,DU DOC ARNOLD NETTER,75012.0,PARIS 12,75,112,,AC,65,,521,"63,47",522,,,,,,,,2,2.0,Appartement,63.0,3.0,,,
1,28/07/2023,Vente,50000.0,17.0,,RUE,2795,DES PONTS,18100.0,VIERZON,18,279,,DM,261,,,,,,,,,,,,0,2.0,Appartement,24.0,1.0,S,,63.0
1,14/06/2023,Vente,315500.0,3.0,,AV,0770,VAN DOREN,69250.0,NEUVILLE SUR SAONE,69,143,,AI,875,,102,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
2,10/11/2023,Vente,3447.6,8.0,,RUE,0530,AUX FEVRES,71450.0,BLANZY,71,40,,AK,492,,,,,,,,,,,,0,2.0,Appartement,62.0,3.0,S,,125.0
1,12/07/2023,Vente en l'état futur d'achèvement,2133998.0,,,,B165,LES GYPIERES,13390.0,AURIOL,13,7,,HI,174,,627.0,,,,,,,,,,1,,,,,,,
1,17/08/2023,Vente,725000.0,217.0,,CHE,0230,DU PIED DE LA PLAGNE,74110.0,MORZINE,74,191,,AB,327,,4.0,,6.0,"107,34",,,,,,,2,2.0,Appartement,102.0,5.0,,,
1,31/08/2023,Vente,138000.0,,,RUE,0120,DES CAPUCINS,59660.0,MERVILLE,59,400,,A,640,,,,,,,,,,,,0,,,,,J,,265.0
1,12/12/2023,Vente,244000.0,3.0,,RUE,3210,NEUVE,85160.0,SAINT-JEAN-DE-MONTS,85,234,,BI,669,,,,,,,,,,,,0,1.0,Maison,72.0,2.0,S,,200.0
1,13/01/2023,Vente,227000.0,6.0,,RUE,0065,EMILE ZOLA,44160.0,SAINTE-REINE-DE-BRETAGNE,44,189,,ZM,436,,,,,,,,,,,,0,1.0,Maison,83.0,5.0,S,,946.0
1,29/06/2023,Vente,149000.0,39.0,,RUE,4045,ROGER BRUN,13200.0,ARLES,13,4,,BR,573,,201.0,,206.0,,,,,,,,2,2.0,Appartement,70.0,3.0,,,
1,23/01/2023,Vente,150000.0,2.0,,SQ,1009,PIERRE ET MARIE CURIE,77100.0,MEAUX,77,284,,AS,22,,1008.0,,1102.0,"76,01",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,09/09/2023,Vente,15810.0,,,,B076,LE PETIT ALHAT,63500.0,LE BROC,63,54,,ZA,20,,,,,,,,,,,,0,,,,,T,,4280.0
1,29/09/2023,Vente,280000.0,5552.0,,,D275,LE PONT BOSCHER,22640.0,PLENEE-JUGON,22,185,,XM,65,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,S,,1830.0
1,09/06/2023,Vente,14000.0,,,,B022,BRUGEILLES,19190.0,BEYNAT,19,23,,AC,147,,,,,,,,,,,,0,,,,,P,,1620.0
1,21/07/2023,Vente,264600.0,24.0,,RTE,1890,DU REVARD,73100.0,AIX LES BAINS,73,8,,BZ,90,,,,,,,,,,,,0,,,,,S,,12.0
1,10/03/2023,Vente,283000.0,14.0,,BD,2386,DE COURCELLES,75017.0,PARIS 17,75,117,,BP,89,,247.0,,248.0,,259.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,10/02/2023,Vente,181639.0,11.0,,,0058,HAMEAU DES CHAMPS,76480.0,ANNEVILLE-AMBOURVILLE,76,20,,B,693,,,,,,,,,,,,0,1.0,Maison,99.0,6.0,S,,640.0
1,12/10/2023,Vente,7228.0,,,,B094,NEQUEUSE,17800.0,MONTILS,17,242,,ZS,34,,,,,,,,,,,,0,,,,,P,,4190.0
1,20/06/2023,Vente,1450000.0,6.0,,IMP,1645,CHOMEL,69005.0,LYON 5EME,69,385,,BP,25,,,,,,,,,,,,0,1.0,Maison,170.0,8.0,S,,314.0
1,31/08/2023,Vente,485000.0,14.0,A,ALL,0882,DE LA PARGAUD,33160.0,SAINT MEDARD EN JALLES,33,449,,DX,90,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,820.0
1,12/05/2023,Vente,8000.0,,,,B137,LA PLAINE NORD,66720.0,TAUTAVEL,66,205,,BH,182,,,,,,,,,,,,0,,,,,L,,1115.0
1,18/01/2023,Vente,850000.0,1174.0,,CHEM,0038,DU VILLARD,38320.0,HERBEYS,38,188,,AM,45,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,1179.0
1,13/06/2023,Vente,11634.0,,,,B049,LE RONDEAU,54550.0,PONT-SAINT-VINCENT,54,432,,AB,121,,,,,,,,,,,,0,,,,,P,,400.0
1,18/01/2023,Vente,199850.0,11.0,,GR,0025,GRAND RUE,34110.0,MIREVAL,34,159,,BA,132,,,,,,,,,,,,0,2.0,Appartement,43.0,2.0,S,,62.0
1,15/06/2023,Vente,313500.0,141.0,,RUE,0300,DE LA TARENTAISE,38570.0,LE CHEYLAS,38,100,,B,2345,,,,,,,,,,,,0,1.0,Maison,90.0,3.0,S,,861.0
1,06/04/2023,Vente,51000.0,5.0,,RUE,0045,DU LOT CHAMPS LAGRANGE,52300.0,ROUVROY-SUR-MARNE,52,440,,B,586,,,,,,,,,,,,0,1.0,Maison,88.0,5.0,S,,503.0
1,21/03/2023,Vente,276000.0,31.0,,RUE,0063,GOULEBENEZE,17700.0,SAINT-MARD,17,359,,B,107,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,3463.0
1,02/05/2023,Vente,155000.0,,,,B347,LE BOURG,56660.0,SAINT-JEAN-BREVELAY,56,222,,AB,663,,,,,,,,,,,,0,,,,,S,,9.0
1,03/03/2023,Vente,380000.0,127.0,,RUE,0610,DE LA TOUVIERE,74540.0,SAINT-FELIX,74,233,,C,1678,,,,,,,,,,,,0,1.0,Maison,107.0,5.0,S,,409.0
1,28/12/2023,Vente en l'état futur d'achèvement,218000.0,1.0,,BD,0420,GAMBETTA,69220.0,BELLEVILLE-EN-BEAUJOLAIS,69,19,,AK,16,,109.0,,,,,,,,,,1,,,,,,,
1,05/09/2023,Vente,25000.0,2.0,,IMP,0468,DE LA PAREE D'EAU,85690.0,NOTRE-DAME-DE-MONTS,85,164,,AN,667,,43.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,08/03/2023,Vente,71000.0,,,,B226,SAINT DENIS,18130.0,DUN SUR AURON,18,87,,BH,173,,,,,,,,,,,,0,,,,,J,,736.0
1,20/09/2023,Vente,250900.0,,,,B002,BACHAU,47410.0,LAUZUN,47,142,,D,566,,,,,,,,,,,,0,,,,,T,,527.0
1,10/02/2023,Vente,4000.0,,,,B019,BOIS DIT GRANDES FOUILLIES,70310.0,ESMOULIERES,70,217,,B,903,,,,,,,,,,,,0,,,,,E,,3870.0
1,22/12/2023,Vente,681261.8,,,,B041,LES HAUTES LOGES,51530.0,MANCY,51,342,,A,1615,,,,,,,,,,,,0,,,,,VI,,81.0
1,13/03/2023,Vente,180000.0,16.0,,RUE,5740,DE LA MONTAGNE,44100.0,NANTES,44,109,,KX,1031,,9.0,"38,64",,,,,,,,,1,2.0,Appartement,29.0,2.0,,,
